URL;Label;Class;Importation;Wiki;Dbpedia;Web;Définition;Synonyme;Voir;JLMonfort
http://isi.cbs.nl/glossary/term1191.htm;courbe exponentielle;CourbeExponentielle;Non;;;;;;;
http://isi.cbs.nl/glossary/term2137.htm;courbe exponentielle modifiée;CourbeExponentielleModifiee;Non;;;;;;;
http://isi.cbs.nl/glossary/term189.htm;courbe logistique;CourbeLogistique;Non;;;;;;;
http://isi.cbs.nl/glossary/term1959.htm;courbe logistique;CourbeLogistique;Non;;;;;;;
http://isi.cbs.nl/glossary/term2266.htm;courbe neutre;CourbeNeutre;Non;;;;;;;
http://isi.cbs.nl/glossary/term4.htm;courbe non normale;CourbeNonNormale;Non;;;;;;;
http://isi.cbs.nl/glossary/term659.htm;courbe non normale complexe;CourbeNonNormaleComplexe;Non;;;;;;;
http://isi.cbs.nl/glossary/term3015.htm;courbe non normale simple;CourbeNonNormaleSimple;Non;;;;;;;
http://isi.cbs.nl/glossary/term2928.htm;courbe scédatique;CourbeScedatique;Non;;;;;;;
http://isi.cbs.nl/glossary/term3006.htm;courbe sigmoïde;CourbeSigmoide;Non;;;;;;;
http://isi.cbs.nl/glossary/term710.htm;courbes de confiance;CourbesDeConfiance;Non;;;;;;;
http://isi.cbs.nl/glossary/term2441.htm;courbes, distributions de Pearson;Courbes,DistributionsDePearson;Non;;;;;;;
http://isi.cbs.nl/glossary/term1639.htm;couteau de poche infinitésimal;CouteauDePocheInfinitesimal;Non;;;;;;;
http://isi.cbs.nl/glossary/term793.htm;couverture;Couverture;Non;;;;;;;
http://isi.cbs.nl/glossary/term686.htm;covariable;Covariable;Non;;;;;;;
http://isi.cbs.nl/glossary/term3310.htm;covariables dépendantes du temps;CovariablesDependantesDuTemps;Non;;;;;;;
http://isi.cbs.nl/glossary/term682.htm;concentration;Concentration;Concept;;;http://www.educatim.fr/tq/co/Module_TQ_web/co/concentration.html;Densité des observation autour d'une valeur;;;http://jeanalain.monfort.free.fr/Dicostat2005/C/Concentration.pdf
http://isi.cbs.nl/glossary/term1819.htm;covariance avec décalage;CovarianceAvecDecalage;Non;;;;;;;
http://isi.cbs.nl/glossary/term1819.htm;covariance avec retard;CovarianceAvecRetard;Non;;;;;;;
http://isi.cbs.nl/glossary/term685.htm;concomitance;Concomitance;Concept;;;;;;;
http://isi.cbs.nl/glossary/term687.htm;concordance;Concordance;Concept;;;;;;;http://jeanalain.monfort.free.fr/Dicostat2005/C/Concordance.pdf
http://isi.cbs.nl/glossary/term2438.htm;crête au-dessus de seuil;CreteAuDessusDeSeuil;Non;;;;;;;
http://isi.cbs.nl/glossary/term3353.htm;creux;Creux;Non;;;;;;;
http://isi.cbs.nl/glossary/term735.htm;condition;Condition;Concept;;;;;;;
http://isi.cbs.nl/glossary/term2451.htm;critère basé sur les ensembles de cinq corrélations;CritereBaseSurLesEnsemblesDeCinqCorrelations;Non;;;;;;;
http://isi.cbs.nl/glossary/term2.htm;critère d'Abbe-Helmert;CritereDabbeHelmert;Non;;;;;;;
http://isi.cbs.nl/glossary/term720.htm;conformité;Conformite;Concept;;;http://www.pifo.uvsq.fr/epideao/esp/chap_3/association_due__un_facteur_de_confusion_facteur_concomitant.html;;;;
http://isi.cbs.nl/glossary/term476.htm;critère de Carleman;CritereDeCarleman;Non;;;;;;;
http://isi.cbs.nl/glossary/term536.htm;critère de Chauvenet;CritereDeChauvenet;Non;;;;;;;
http://isi.cbs.nl/glossary/term586.htm;critère de Cochran;CritereDeCochran;Non;;;;;;;
http://isi.cbs.nl/glossary/term1430.htm;critère de Gram;CritereDeGram;Non;;;;;;;
http://isi.cbs.nl/glossary/term1759.htm;critère de Kaiser-Guttmann;CritereDeKaiserGuttmann;Non;;;;;;;
http://isi.cbs.nl/glossary/term1824.htm;critère de Lambda;CritereDeLambda;Non;;;;;;;
http://isi.cbs.nl/glossary/term1647.htm;critère de l'information;CritereDeLinformation;Non;;;;;;;
http://isi.cbs.nl/glossary/term81.htm;critère de l'information de Akaike;CritereDeLinformationDeAkaike;Non;;;;;;;
http://isi.cbs.nl/glossary/term277.htm;critère de l'information de Bayes;CritereDeLinformationDeBayes;Non;;;;;;;
http://isi.cbs.nl/glossary/term2263.htm;critère de l'information de réseau;CritereDeLinformationDeReseau;Non;;;;;;;
http://isi.cbs.nl/glossary/term2440.htm;critère de Pearson;CritereDePearson;Non;;;;;;;
http://isi.cbs.nl/glossary/term827.htm;critère de validation croisée;CritereDeValidationCroisee;Non;;;;;;;
http://isi.cbs.nl/glossary/term1824.htm;critère de Wilks;CritereDeWilks;Non;;;;;;;
http://isi.cbs.nl/glossary/term2451.htm;critère des cinq corrélations;CritereDesCinqCorrelations;Non;;;;;;;
http://isi.cbs.nl/glossary/term1.htm;critère d'Helmert;CritereDhelmert;Non;;;;;;;
http://isi.cbs.nl/glossary/term1290.htm;critères de Foster;CriteresDeFoster;Non;;;;;;;
http://isi.cbs.nl/glossary/term3447.htm;croisement ascendant;CroisementAscendant;Non;;;;;;;
http://isi.cbs.nl/glossary/term89.htm;croissance allométrique;CroissanceAllometrique;Non;;;;;;;
http://isi.cbs.nl/glossary/term831.htm;cube de corrélation;CubeDeCorrelation;Non;;;;;;;
http://isi.cbs.nl/glossary/term1839.htm;cube latin;CubeLatin;Non;;;;;;;
http://isi.cbs.nl/glossary/term1676.htm;culture en rangs;CultureEnRangs;Non;;;;;;;
http://isi.cbs.nl/glossary/term835.htm;cumulant;Cumulant;Non;;;;;;;
http://isi.cbs.nl/glossary/term1228.htm;cumulant factoriel;CumulantFactoriel;Non;;;;;;;
http://isi.cbs.nl/glossary/term850.htm;curtate (non traduit);CurtateNonTraduit;Non;;;;;;;
http://isi.cbs.nl/glossary/term1810.htm;curtosie;Curtosie;Non;;;;;;;
http://isi.cbs.nl/glossary/term860.htm;cycle;Cycle;Non;;;;;;;
http://isi.cbs.nl/glossary/term3270.htm;D de Tajima;DDeTajima;Non;;;;;;;
http://isi.cbs.nl/glossary/term3307.htm;dans le domaine temporel;DansLeDomaineTemporel;Non;;;;;;;
http://isi.cbs.nl/glossary/term2210.htm;débuts aléatoires multiples;DebutsAleatoiresMultiples;Non;;;;;;;
http://isi.cbs.nl/glossary/term1817.htm;décalage;Decalage;Non;;;;;;;
http://isi.cbs.nl/glossary/term3308.htm;décalage;Decalage;Non;;;;;;;
http://isi.cbs.nl/glossary/term2914.htm;d'échantillonnage des zéros;DechantillonnageDesZeros;Non;;;;;;;
http://isi.cbs.nl/glossary/term2796.htm;d'échantillonnage rejet;DechantillonnageRejet;Non;;;;;;;
http://isi.cbs.nl/glossary/term3250.htm;d'échantillonnage symétrique;DechantillonnageSymetrique;Non;;;;;;;
http://isi.cbs.nl/glossary/term722.htm;confusion;Confusion;Concept;;;;;;;http://jeanalain.monfort.free.fr/Dicostat2005/C/Confusion.pdf
http://isi.cbs.nl/glossary/term2224.htm;décision à plusieurs valeurs;DecisionAPlusieursValeurs;Non;;;;;;;
http://isi.cbs.nl/glossary/term3279.htm;décision finale;DecisionFinale;Non;;;;;;;
http://isi.cbs.nl/glossary/term741.htm;contingence;Contingence;Concept;;;;;;;http://jeanalain.monfort.free.fr/Dicostat2005/C/Contingence.pdf
http://isi.cbs.nl/glossary/term257.htm;décomposition de Bartlett;DecompositionDeBartlett;Non;;;;;;;
http://isi.cbs.nl/glossary/term546.htm;décomposition de Cholesky;DecompositionDeCholesky;Non;;;;;;;
http://isi.cbs.nl/glossary/term3041.htm;décomposition en valeurs singulières;DecompositionEnValeursSingulieres;Non;;;;;;;
http://isi.cbs.nl/glossary/term3088.htm;décomposition spectrale;DecompositionSpectrale;Non;;;;;;;
http://isi.cbs.nl/glossary/term894.htm;déconvolution;Deconvolution;Non;;;;;;;
http://isi.cbs.nl/glossary/term693.htm;défaillance;Defaillance;Non;;;;;;;
http://isi.cbs.nl/glossary/term2306.htm;défaut de réponse;DefautDeReponse;Non;;;;;;;
http://isi.cbs.nl/glossary/term91.htm;défauts admissibles;DefautsAdmissibles;Non;;;;;;;
http://isi.cbs.nl/glossary/term91.htm;défauts tolérables;DefautsTolerables;Non;;;;;;;
http://isi.cbs.nl/glossary/term1421.htm;degré;Degre;Non;;;;;;;
http://isi.cbs.nl/glossary/term903.htm;degré de croyance;DegreDeCroyance;Non;;;;;;;
http://isi.cbs.nl/glossary/term527.htm;degré de liberté d'un canal;DegreDeLiberteDunCanal;Non;;;;;;;
http://isi.cbs.nl/glossary/term744.htm;continuité;Continuite;Propriete;;;;;;;http://jeanalain.monfort.free.fr/Dicostat2005/C/Continuite.pdf
http://isi.cbs.nl/glossary/term1072.htm;degrés de liberté efficaces;DegresDeLiberteEfficaces;Non;;;;;;;
http://isi.cbs.nl/glossary/term905.htm;degrés du caractère aléatoire;DegresDuCaractereAleatoire;Non;;;;;;;
http://isi.cbs.nl/glossary/term2849.htm;délai de retour;DelaiDeRetour;Non;;;;;;;
http://isi.cbs.nl/glossary/term1470.htm;demi-étendue;DemiEtendue;Non;;;;;;;
http://isi.cbs.nl/glossary/term1470.htm;demi-intervalle;DemiIntervalle;Non;;;;;;;
http://isi.cbs.nl/glossary/term1470.htm;demi-largeur;DemiLargeur;Non;;;;;;;
http://isi.cbs.nl/glossary/term910.htm;démodulation;Demodulation;Non;;;;;;;
http://isi.cbs.nl/glossary/term660.htm;démodulation complexe;DemodulationComplexe;Non;;;;;;;
http://isi.cbs.nl/glossary/term911.htm;démographie;Demographie;Non;;;;;;;
http://isi.cbs.nl/glossary/term3339.htm;d'émondage;Demondage;Non;;;;;;;
http://isi.cbs.nl/glossary/term752.htm;contraste;Contraste;Concept;;;;;;;http://jeanalain.monfort.free.fr/Dicostat2005/C/Contraste.pdf
http://isi.cbs.nl/glossary/term3325.htm;densité de circulation;DensiteDeCirculation;Non;;;;;;;
http://isi.cbs.nl/glossary/term772.htm;corrélation;Correlation;Concept;https://fr.wikipedia.org/wiki/Corr%C3%A9lation_(statistiques);http://fr.dbpedia.org/page/Corr%C3%A9lation_(statistiques);;;;;http://jeanalain.monfort.free.fr/Dicostat2005/C/Correlation.pdf
http://isi.cbs.nl/glossary/term2492.htm;densité de probabilité en un point;DensiteDeProbabiliteEnUnPoint;Non;;;;;;;
http://isi.cbs.nl/glossary/term2814.htm;densité de renouvellement;DensiteDeRenouvellement;Non;;;;;;;
http://isi.cbs.nl/glossary/term3089.htm;densité spectrale;DensiteSpectrale;Non;;;;;;;
http://isi.cbs.nl/glossary/term2728.htm;corrélation des rangs;CorrelationDesRangs;Concept;;;;;;Correlation de Spearman;
http://isi.cbs.nl/glossary/term1893.htm;dépendance du rapport des vraisemblances;DependanceDuRapportDesVraisemblances;Non;;;;;;;
http://isi.cbs.nl/glossary/term2639.htm;dépendance quadrant;DependanceQuadrant;Non;;;;;;;
http://isi.cbs.nl/glossary/term3311.htm;dépendant du temps du processus de Poisson;DependantDuTempsDuProcessusDePoisson;Non;;;;;;;
http://isi.cbs.nl/glossary/term3170.htm;dépendence stochastique;DependenceStochastique;Non;;;;;;;
http://isi.cbs.nl/glossary/term3141.htm;des graphiques statistiques;DesGraphiquesStatistiques;Non;;;;;;;
http://isi.cbs.nl/glossary/term2419.htm;des moindres carrés partiel;DesMoindresCarresPartiel;Non;;;;;;;
http://isi.cbs.nl/glossary/term2448.htm;des moindres carrés pénalisé;DesMoindresCarresPenalise;Non;;;;;;;
http://isi.cbs.nl/glossary/term1736.htm;des moindres carrés pesé itératif;DesMoindresCarresPeseIteratif;Non;;;;;;;
http://isi.cbs.nl/glossary/term2841.htm;des surfaces de réponse;DesSurfacesDeReponse;Non;;;;;;;
http://isi.cbs.nl/glossary/term966.htm;désaccord;Desaccord;Non;;;;;;;
http://isi.cbs.nl/glossary/term3442.htm;dessins et modèles non réduite;DessinsEtModelesNonReduite;Non;;;;;;;
http://isi.cbs.nl/glossary/term196.htm;détection automatique d'interaction;DetectionAutomatiqueDinteraction;Non;;;;;;;
http://isi.cbs.nl/glossary/term836.htm;deuxième fonction caractéristique;DeuxiemeFonctionCaracteristique;Non;;;;;;;
http://isi.cbs.nl/glossary/term766.htm;développement de Cornish-Fisher;DeveloppementDeCornishFisher;Non;;;;;;;
http://isi.cbs.nl/glossary/term1702.htm;corrélation inverse;CorrelationInverse;Concept;;;;;;Correlation negative;
http://isi.cbs.nl/glossary/term1910.htm;corrélation linéaire;CorrelationLineaire;Concept;;;https://fr.wikipedia.org/wiki/Corr%C3%A9lation_(statistiques)#Coefficient_de_corr.C3.A9lation_lin.C3.A9aire_de_Bravais-Pearson;Liaison entre deux variable se traduisant par une fonction afine.;;;
http://isi.cbs.nl/glossary/term2058.htm;déviation absolue médiane;DeviationAbsolueMediane;Non;;;;;;;
http://isi.cbs.nl/glossary/term689.htm;déviation concourante;DeviationConcourante;Non;;;;;;;
http://isi.cbs.nl/glossary/term35.htm;déviation cumulée;DeviationCumulee;Non;;;;;;;
http://isi.cbs.nl/glossary/term2049.htm;déviation en moyenne quadratique;DeviationEnMoyenneQuadratique;Non;;;;;;;
http://isi.cbs.nl/glossary/term1129.htm;déviation équivalente;DeviationEquivalente;Non;;;;;;;
http://isi.cbs.nl/glossary/term555.htm;déviation moyenne circulaire;DeviationMoyenneCirculaire;Non;;;;;;;
http://isi.cbs.nl/glossary/term2663.htm;déviation quartile;DeviationQuartile;Non;;;;;;;
http://isi.cbs.nl/glossary/term558.htm;déviation quartile circulaire;DeviationQuartileCirculaire;Non;;;;;;;
http://isi.cbs.nl/glossary/term1216.htm;déviation studentisée extrême;DeviationStudentiseeExtreme;Non;;;;;;;
http://isi.cbs.nl/glossary/term2872.htm;déviation typique;DeviationTypique;Non;;;;;;;
http://isi.cbs.nl/glossary/term3126.htm;déviation typique;DeviationTypique;Non;;;;;;;
http://isi.cbs.nl/glossary/term778.htm;corrélogramme;Correlogramme;Concept;https://fr.wikipedia.org/wiki/Corr%C3%A9logramme;http://fr.dbpedia.org/page/Corr%C3%A9logramme;;;;;http://jeanalain.monfort.free.fr/Dicostat2005/C/Correlogramme.pdf
http://isi.cbs.nl/glossary/term252.htm;correction de Bartlett;CorrectionDeBartlett;Concept;https://en.wikipedia.org/wiki/Bartlett's_test;;http://www.igi-global.com/dictionary/bartlett-correction/39685;;;;http://jeanalain.monfort.free.fr/Dicostat2005/C/Correction_de_BARTLETT.pdf
http://isi.cbs.nl/glossary/term2583.htm;diagramme à échelle fonctionelle;DiagrammeAEchelleFonctionelle;Non;;;;;;;
http://isi.cbs.nl/glossary/term745.htm;correction de continuité;CorrectionDeContinuite;Concept;https://fr.wikipedia.org/wiki/Correction_de_continuit%C3%A9;;http://www.statsoft.fr/concepts-statistiques/glossaire/c/chi-corrige.html;;;;http://jeanalain.monfort.free.fr/Dicostat2005/C/Correction_de_continuite.pdf
http://isi.cbs.nl/glossary/term2476.htm;diagramme à images;DiagrammeAImages;Non;;;;;;;
http://isi.cbs.nl/glossary/term3547.htm;correction de continuité de Yates;CorrectionDeContinuiteDeYates;Concept;;;;;;;
http://isi.cbs.nl/glossary/term2993.htm;correction de Sheppard;CorrectionDeSheppard;Concept;https://en.wikipedia.org/wiki/Sheppard's_correction;;http://www.bibmath.net/dico/index.php?action=affiche&quoi=./s/sheppard.html;;;;
http://isi.cbs.nl/glossary/term248.htm;diagramme à tuyaux d'orgue;DiagrammeATuyauxDorgue;Non;;;;;;;
http://isi.cbs.nl/glossary/term667.htm;diagramme à tuyaux d'orgue avec subdivisions;DiagrammeATuyauxDorgueAvecSubdivisions;Non;;;;;;;
http://isi.cbs.nl/glossary/term226.htm;diagramme axonométrique;DiagrammeAxonometrique;Non;;;;;;;
http://isi.cbs.nl/glossary/term787.htm;covariance;Covariance;Concept;https://fr.wikipedia.org/wiki/Covariance;http://fr.dbpedia.org/page/Covariance;;;;;http://jeanalain.monfort.free.fr/Dicostat2005/C/Covariance.pdf
http://isi.cbs.nl/glossary/term820.htm;covariance croisée;CovarianceCroisee;Concept;https://fr.wikipedia.org/wiki/Corr%C3%A9lation_crois%C3%A9e;http://fr.dbpedia.org/page/Corr%C3%A9lation_crois%C3%A9e;;;Correlation croisée;;
http://isi.cbs.nl/glossary/term791.htm;covariation;Covariation;Concept;;;http://www.cnrtl.fr/definition/covariation;Corrélation entre les variations, dans le temps, de deux ou plusieurs grandeurs ou séries statistiques. Étude de covariation, indice de covariation (Lauzel-Muss.1970) ;;;http://jeanalain.monfort.free.fr/Dicostat2005/C/Coefficient_de_covariation.pdf
http://isi.cbs.nl/glossary/term540.htm;diagramme de chi;DiagrammeDeChi;Non;;;;;;;
http://isi.cbs.nl/glossary/term1656.htm;diagramme de contrôle;DiagrammeDeControle;Non;;;;;;;
http://isi.cbs.nl/glossary/term809.htm;critère;Critere;Concept;;;;;;;http://jeanalain.monfort.free.fr/Dicostat2005/C/Critere.pdf
http://isi.cbs.nl/glossary/term1344.htm;diagramme de Gantt;DiagrammeDeGantt;Non;;;;;;;
http://isi.cbs.nl/glossary/term2472.htm;diagramme de phase;DiagrammeDePhase;Non;;;;;;;
http://isi.cbs.nl/glossary/term2452.htm;diagramme de pourcentages;DiagrammeDePourcentages;Non;;;;;;;
http://isi.cbs.nl/glossary/term324.htm;diagramme de probabilité bêta;DiagrammeDeProbabiliteBeta;Non;;;;;;;
http://isi.cbs.nl/glossary/term122.htm;diagramme de type Fourier d'Andrews;DiagrammeDeTypeFourierDandrews;Non;;;;;;;
http://isi.cbs.nl/glossary/term32.htm;critère d'acceptation;CritereDacceptation;Concept;;;;;;;
http://isi.cbs.nl/glossary/term1520.htm;diagramme des sommets et des creux (étude des cycles);DiagrammeDesSommetsEtDesCreuxEtudeDesCycles;Non;;;;;;;
http://isi.cbs.nl/glossary/term3183.htm;diagramme d'un ensemblage de séries chronologiques;DiagrammeDunEnsemblageDeSeriesChronologiques;Non;;;;;;;
http://isi.cbs.nl/glossary/term3554.htm;diagramme en Z;DiagrammeEnZ;Non;;;;;;;
http://isi.cbs.nl/glossary/term1726.htm;diagramme isométrique;DiagrammeIsometrique;Non;;;;;;;
http://isi.cbs.nl/glossary/term1954.htm;diagramme logarithmique;DiagrammeLogarithmique;Non;;;;;;;
http://isi.cbs.nl/glossary/term2198.htm;diagramme multiple à colonnes;DiagrammeMultipleAColonnes;Non;;;;;;;
http://isi.cbs.nl/glossary/term1020.htm;diagramme par points;DiagrammeParPoints;Non;;;;;;;
http://isi.cbs.nl/glossary/term2959.htm;diagramme semi-logarithmique;DiagrammeSemiLogarithmique;Non;;;;;;;
http://isi.cbs.nl/glossary/term3155.htm;diagramme stem and leaf;DiagrammeStemAndLeaf;Non;;;;;;;
http://isi.cbs.nl/glossary/term3155.htm;diagramme Tige-feuille;DiagrammeTigeFeuille;Non;;;;;;;
http://isi.cbs.nl/glossary/term888.htm;décile;Decile;Concept;https://fr.wikipedia.org/wiki/D%C3%A9cile;http://fr.dbpedia.org/page/D%C3%A9cile;;;;;
http://isi.cbs.nl/glossary/term9.htm;différence absolue;DifferenceAbsolue;Non;;;;;;;
http://isi.cbs.nl/glossary/term983.htm;différence de moyennes (Pitman);DifferenceDeMoyennesPitman;Non;;;;;;;
http://isi.cbs.nl/glossary/term938.htm;différence de zéro;DifferenceDeZero;Non;;;;;;;
http://isi.cbs.nl/glossary/term893.htm;décomposition;Decomposition;Procedure;;;;;;;
http://isi.cbs.nl/glossary/term916.htm;dépendance;Dependance;Propriete;;;;;;;http://jeanalain.monfort.free.fr/Dicostat2005/D/Dependance.pdf
http://isi.cbs.nl/glossary/term556.htm;différence moyenne circulaire;DifferenceMoyenneCirculaire;Non;;;;;;;
http://isi.cbs.nl/glossary/term1343.htm;différence moyenne de Gani;DifferenceMoyenneDeGani;Non;;;;;;;
http://isi.cbs.nl/glossary/term2042.htm;différence moyenne des probits;DifferenceMoyenneDesProbits;Non;;;;;;;
http://isi.cbs.nl/glossary/term2042.htm;différence moyenne des régressions des probits;DifferenceMoyenneDesRegressionsDesProbits;Non;;;;;;;
http://isi.cbs.nl/glossary/term2045.htm;différence semi-carrée moyenne;DifferenceSemiCarreeMoyenne;Non;;;;;;;
http://isi.cbs.nl/glossary/term3288.htm;différence tétrade;DifferenceTetrade;Non;;;;;;;
http://isi.cbs.nl/glossary/term237.htm;différences compensées;DifferencesCompensees;Non;;;;;;;
http://isi.cbs.nl/glossary/term3171.htm;différentiabilité stochastique;DifferentiabiliteStochastique;Non;;;;;;;
http://isi.cbs.nl/glossary/term3045.htm;dimension;Dimension;Non;;;;;;;
http://isi.cbs.nl/glossary/term1492.htm;dimension de Hausdorff;DimensionDeHausdorff;Non;;;;;;;
http://isi.cbs.nl/glossary/term2060.htm;direction médiane;DirectionMediane;Non;;;;;;;
http://isi.cbs.nl/glossary/term2039.htm;direction moyenne;DirectionMoyenne;Non;;;;;;;
http://isi.cbs.nl/glossary/term2664.htm;direction quartile;DirectionQuartile;Non;;;;;;;
http://isi.cbs.nl/glossary/term2557.htm;discipline de préemption;DisciplineDePreemption;Non;;;;;;;
http://isi.cbs.nl/glossary/term933.htm;"déviance; somme de carrés d'écarts à la moyenne (Kendall)";Deviance;Concept;;;;;Carré moyen;;
http://isi.cbs.nl/glossary/term935.htm;déviation;Deviation;Concept;;;;;;;http://jeanalain.monfort.free.fr/Dicostat2005/D/Deviation.pdf
http://isi.cbs.nl/glossary/term1563.htm;dispersion hypernormale;DispersionHypernormale;Non;;;;;;;
http://isi.cbs.nl/glossary/term3233.htm;dispersion hypernormale (Lexis);DispersionHypernormaleLexis;Non;;;;;;;
http://isi.cbs.nl/glossary/term3217.htm;dispersion hyponormale (Lexis);DispersionHyponormaleLexis;Non;;;;;;;
http://isi.cbs.nl/glossary/term3529.htm;dispersion interne Wilks;DispersionInterneWilks;Non;;;;;;;
http://isi.cbs.nl/glossary/term2310.htm;dispersion normale;DispersionNormale;Non;;;;;;;
http://isi.cbs.nl/glossary/term926.htm;dispositif de type O:PP;DispositifDeTypeO:Pp;Non;;;;;;;
http://isi.cbs.nl/glossary/term924.htm;dispositif d'expérience;DispositifDexperience;Non;;;;;;;
http://isi.cbs.nl/glossary/term2258.htm;dispositif emboîté;DispositifEmboite;Non;;;;;;;
http://isi.cbs.nl/glossary/term2258.htm;dispositif hiérarchisé;DispositifHierarchise;Non;;;;;;;
http://isi.cbs.nl/glossary/term3255.htm;disposition symétrique bloc inégaux;DispositionSymetriqueBlocInegaux;Non;;;;;;;
http://isi.cbs.nl/glossary/term988.htm;dissection (analyse) des distributions hétérogènes;DissectionAnalyseDesDistributionsHeterogenes;Non;;;;;;;
http://isi.cbs.nl/glossary/term989.htm;dissimilitude;Dissimilitude;Non;;;;;;;
http://isi.cbs.nl/glossary/term904.htm;degrés de liberté;DegresDeLiberte;Concept;https://fr.wikipedia.org/wiki/Degr%C3%A9_de_libert%C3%A9_(statistiques);http://fr.dbpedia.org/page/Degr%C3%A9_de_libert%C3%A9_(statistiques);;;;;http://jeanalain.monfort.free.fr/Dicostat2005/D/Degre_de_liberte.pdf
http://isi.cbs.nl/glossary/term990.htm;dissymétrie;Dissymetrie;Non;;;;;;;
http://isi.cbs.nl/glossary/term912.htm;dendrogramme;Dendrogramme;Concept;https://fr.wikipedia.org/wiki/Dendrogramme;http://fr.dbpedia.org/page/Dendrogramme;;;;;http://jeanalain.monfort.free.fr/Dicostat2005/D/Dendogramme.pdf
http://isi.cbs.nl/glossary/term333.htm;distance de Bhattacharyya;DistanceDeBhattacharyya;Non;;;;;;;
http://isi.cbs.nl/glossary/term1302.htm;distance de Fréchet;DistanceDeFrechet;Non;;;;;;;
http://isi.cbs.nl/glossary/term1494.htm;distance de Hellinger;DistanceDeHellinger;Non;;;;;;;
http://isi.cbs.nl/glossary/term1997.htm;distance de Mahalanobis;DistanceDeMahalanobis;Non;;;;;;;
http://isi.cbs.nl/glossary/term1161.htm;distance euclidienne;DistanceEuclidienne;Non;;;;;;;
http://isi.cbs.nl/glossary/term1368.htm;distance généralisée;DistanceGeneralisee;Non;;;;;;;
http://isi.cbs.nl/glossary/term865.htm;distance généralisée (Mahalanobis);DistanceGeneraliseeMahalanobis;Non;;;;;;;
http://isi.cbs.nl/glossary/term865.htm;distance generalisée de Mahalanobis;DistanceGeneraliseeDeMahalanobis;Non;;;;;;;
http://isi.cbs.nl/glossary/term1402.htm;distance moyenne de Gini;DistanceMoyenneDeGini;Non;;;;;;;
http://isi.cbs.nl/glossary/term1500.htm;distibution de Hermite;DistibutionDeHermite;Non;;;;;;;
http://isi.cbs.nl/glossary/term2576.htm;densité de probabilité;DensiteDeProbabilite;Concept;https://fr.wikipedia.org/wiki/Densit%C3%A9_de_probabilit%C3%A9;http://fr.dbpedia.org/page/Densit%C3%A9_de_probabilit%C3%A9;;;;;http://jeanalain.monfort.free.fr/Dicostat2005/D/Densite_de_probabilite.pdf
http://isi.cbs.nl/glossary/term248.htm;diagramme à bâtons;DiagrammeABâtons;Concept;https://fr.wikipedia.org/wiki/Repr%C3%A9sentation_graphique_de_donn%C3%A9es_statistiques#Diagramme_en_b.C3.A2tons;;;;;;
http://isi.cbs.nl/glossary/term365.htm;distributiom de Birnbaum-Saunders;DistributiomDeBirnbaumSaunders;Non;;;;;;;
http://isi.cbs.nl/glossary/term248.htm;diagramme à colonnes;DiagrammeAColonnes;Concept;;;;;Diagramme à bâtons;;
http://isi.cbs.nl/glossary/term1731.htm;diagramme à images;DiagrammeAImages;Concept;;;https://lexique.netmath.ca/diagramme-a-pictogrammes/;Diagramme dans lequel les modalités d’une distribution d’une variable statistique qualitative ou les valeurs d’une variable statistique quantitative discrète sont représentées par des dessins ou des images.;;;
http://isi.cbs.nl/glossary/term1913.htm;distribution à taux de défaillance linéaire;DistributionATauxDeDefaillanceLineaire;Non;;;;;;;
http://isi.cbs.nl/glossary/term550.htm;diagramme à secteurs;DiagrammeASecteurs;Concept;https://fr.wikipedia.org/wiki/Diagramme_circulaire;;;;Diagramme à secteurs;;
http://isi.cbs.nl/glossary/term7.htm;distribution abrupte (peu employé);DistributionAbruptePeuEmploye;Non;;;;;;;
http://isi.cbs.nl/glossary/term248.htm;diagramme à tuyaux d'orgue;DiagrammeATuyauxDorgue;Concept;;;;;Diagramme à barres;;
http://isi.cbs.nl/glossary/term125.htm;distribution anisotrope;DistributionAnisotrope;Non;;;;;;;
http://isi.cbs.nl/glossary/term147.htm;distribution arithmétique;DistributionArithmetique;Non;;;;;;;
http://isi.cbs.nl/glossary/term164.htm;distribution asymétrique;DistributionAsymetrique;Non;;;;;;;
http://isi.cbs.nl/glossary/term425.htm;diagramme boîte;DiagrammeBoite;Concept;;;;;"Boîte et moustaches; boîte à pattes";;
http://isi.cbs.nl/glossary/term550.htm;diagramme circulaire;DiagrammeCirculaire;Concept;;;;;Diagramme à secteurs;;
http://isi.cbs.nl/glossary/term225.htm;distribution axiale;DistributionAxiale;Non;;;;;;;
http://isi.cbs.nl/glossary/term1273.htm;distribution B de Fisher;DistributionBDeFisher;Non;;;;;;;
http://isi.cbs.nl/glossary/term323.htm;distribution bêta;DistributionBeta;Non;;;;;;;
http://isi.cbs.nl/glossary/term375.htm;distribution bêta bidimensionnelle;DistributionBetaBidimensionnelle;Non;;;;;;;
http://isi.cbs.nl/glossary/term325.htm;distribution bêta binomiale;DistributionBetaBinomiale;Non;;;;;;;
http://isi.cbs.nl/glossary/term328.htm;distribution bêta de Stacy;DistributionBetaDeStacy;Non;;;;;;;
http://isi.cbs.nl/glossary/term329.htm;distribution bêta de Whittle;DistributionBetaDeWhittle;Non;;;;;;;
http://isi.cbs.nl/glossary/term1718.htm;distribution bêta inversée;DistributionBetaInversee;Non;;;;;;;
http://isi.cbs.nl/glossary/term2227.htm;distribution bêta multidimensionnelle;DistributionBetaMultidimensionnelle;Non;;;;;;;
